ID,content
1309050,没意思烂片
1309050,这部电影唯一可说的就是找来很多奇形怪状的演员
1309050,差
1309050,也就那样，后面剪接的有点跳
1309050,特美国
1309050,"看到好多熟面孔,模式电影,看看也无妨,总会有那么几个感动的瞬间"
1309050,主流喜剧片
1309050,当年就是因为这片子，开始看NFL的。。。哈哈
1309050,真真的热血啊！真真的汉子们啊！
1309050,搞笑喜剧还有WWE的卡里呢
1309050,05.09.21
1309050,放下一切向前的感觉
1309050,剧情真烂
1309050,美国罪犯的身体素质绝对好过头脑。
1309050,CCTV-6!!!
1309050,touchdown
1309050,将就能看
1309050,电视上放的
1309050,令人看完非常舒服的电影！
1309050,热血沸腾啊12.10.14
1309050,又没抵抗力了sportmanship=neverbackingdown据说是在我室友的高中球场上拍的
1309050,警察是超越罪犯的罪恶！
1309050,又是美式英雄英雄美式唉
1309050,最近和adamsandler很有缘分丫.
1309050,亚当·桑德勒。。。。。。唉
1309050,cctv6过去记忆
1309050,还蛮好玩的
1309050,监狱里筋肉男真多啊
1309050,监狱就是人才多
1309050,剧情是啥差不多都忘了。。。
1309050,轻松幽默又励志，值得一看~
1309050,有想象力，有意思。
1309050,CCTV6佳片有约，跟爸妈一起看的~
1309050,大一在珠海学校看的.顶搞笑的.最后的结局也很出人意外.
1309050,没有多少伪善跟纠结的东西，很棒的男人戏，亮点是Monica亮沟了。
1309050,可能这部片不错吧，可惜不喜欢橄榄球。
1309050,AdamSandler的喜剧都蛮好看的~
1309050,第一次发现橄榄球还是很有魅力的
1309050,各种包袱笑料、各种励志煽情，各种伪高潮，挺热闹的一片，乐呵乐呵就完了。
1309050,这个不错，不过好像有部英国电影跟着差不多
1309050,Sandler太帅了
1309050,Ididn'tdoit!!!
1309050,音乐不错
1309050,还行，蛮定式
1309050,看热血肌肉男打橄榄球也挺酷的
1309050,励志片总是桥段矫情，但你总会为其感动，励志片总是穿插着好死不死冷笑话，但你就是会跟着笑，这就跟人们对恐怖片的一惊一乍乐此不疲一样
1309050,有些wwe的人客串啊
1309050,亚当总算正常一回啊。
1309050,以前看的
1309050,虽然俗套，可是真的很爱橄榄球！
1309050,"NellyD12ChrisRock,""Chris他爸爸Julius“"
1309050,动人经典——>荒诞闹剧
1309050,就是想看一部没心没肺的喜剧，结果笑到抽了，很满意~而且也没那么俗套~
1309050,"哈哈,很搞笑.亚当的片,当然要看.很好奇,他会有演严肃剧的一天么?就依现在这种调调,想像不出啊.推荐,一惯他的贱贱的水准.在人之上"
1309050,高二的時候英語課上放的~還蠻搞笑的==
1309050,欢乐到爆
1309050,真心蛮好看的。黑白两派颠倒，好莱坞惯常手法，崇尚人性光辉面与人性尊严为根本，是体制内影片不能比拟的。
1309050,"在很多监狱电影里,正邪出现了颠倒,囚犯是正义的化身,团结睿智善良:而狱警和典狱长反而背负残暴卑鄙贪婪的恶名,从<肖申克的救赎>到<绿里奇迹>,从<越狱>到<最后的一码〉，无不揭示监狱的黑暗，无不褒扬囚犯的义气，囚犯也是人啊。看来美国的统治阶级真应该忏悔了，那么多电影公然抨击美国政治的黑"
1309050,无聊的适合可以看看
1309050,有一个已经到天堂去的前辈在我们第一次见面时曾对我说：“保持正直和真诚，虽然在这年代这或许是会让你‘吃亏’的品质，但是一定要保持。”四月来了，这两天我一直想到他。
1309050,满屏幕的雄性荷尔蒙．我们可以借著這部電影總結出，＂生活在別處＂嗎，哈哈．
1309050,在看过一场超级碗之后再看它，开始想吃麦当劳了。
1309050,励志，对橄榄球不感冒。
1309050,"givemea“d""!givemea“i”！givemea“c""!givemea..!superluvuADAM!"
1309050,难得正经的桑德勒.
1309050,橄榄球-----纯爷们的运动
1309050,光拉拉队就让对方泄一半了，何况球员还这么热血这么的逼，很难不给力啊
1309050,2.5
1309050,总算看了个完整版的
1309050,三星半往下给三星好了
1309050,看不懂橄榄球。。
1309050,励志
1309050,2009.1.21在老婆家书房看得，还有后面将近30分钟的内容丢失了，找机会补上......
1309050,He'ssofast!Makesotherpeoplenotsofast!
1309050,小失望。说实话拍得有点大条。也许因为我不懂橄榄球？？？
1309050,哈哈看到了Chirs的老爸
1309050,他的片子里，这部算是很顺眼的了，少了很多他的特有幽默
1309050,"翻版英国邪恶机器,桑德勒最后一部我喜欢的电影"
1309050,飞机上半梦半醒间看的……也算上吧
1309050,其实亚当桑德勒作为男主，并不是很重要，他是穿起故事的那个，那些配角才是各有千秋呢。
